"scientificName","status","rank","Kingdom","Phylum","Class","Order","Family","Genus","PlantGenusSpecies","State","County","Latitude","Longitude","Site","Date","time","temp","hum","wind","FlowerNum","patch_size","Year","doy","Occ","logFlowerNum"
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Grindelia hirsutula Hook. & Arn.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia hirsutula","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,11,40,"2020",192,1,11
"Crepis setosa Haller fil.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Crepis","Crepis setosa","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"11:27",72,59,4,74,200,"2020",192,1,74
"Crepis setosa Haller fil.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Crepis","Crepis setosa","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"11:27",72,59,4,74,200,"2020",192,1,74
"Dipsacus fullonum L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus","Dipsacus fullonum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:15",73,60,4,13,30,"2020",192,1,13
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Crepis setosa Haller fil.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Crepis","Crepis setosa","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"11:27",72,59,4,74,200,"2020",192,1,74
"Grindelia hirsutula Hook. & Arn.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia hirsutula","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,11,40,"2020",192,1,11
"Grindelia hirsutula Hook. & Arn.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia hirsutula","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,11,40,"2020",192,1,11
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,96,200,"2020",192,1,96
"Grindelia hirsutula Hook. & Arn.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia hirsutula","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,11,40,"2020",192,1,11
"Crepis setosa Haller fil.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Crepis","Crepis setosa","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"11:27",72,59,4,74,200,"2020",192,1,74
"Grindelia hirsutula Hook. & Arn.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia hirsutula","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-10,"12:50",73,59,5,11,40,"2020",192,1,11
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Madia elegans D.Don","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia elegans","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:12",66,53,3,27,40,"2020",196,1,27
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Senecio jacobaea Loscos & Pardo","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio jacobaea","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:30",66,53,3,180,400,"2020",196,1,180
"Madia elegans D.Don","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia elegans","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:12",66,53,3,27,40,"2020",196,1,27
"Madia elegans D.Don","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia elegans","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:12",66,53,3,27,40,"2020",196,1,27
"Madia elegans D.Don","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia elegans","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:12",66,53,3,27,40,"2020",196,1,27
"Madia elegans D.Don","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia elegans","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:12",66,53,3,27,40,"2020",196,1,27
"Madia elegans D.Don","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia elegans","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:12",66,53,3,27,40,"2020",196,1,27
"Grindelia hirsutula Hook. & Arn.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia hirsutula","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:54",71,52,3,13,26,"2020",196,1,13
"Madia elegans D.Don","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia elegans","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2020-07-14,"9:12",66,53,3,27,40,"2020",196,1,27
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Linn",44.77886,-122.74605,"Kingston Prairie",2020-06-01,"15:00",NA,NA,NA,0,NA,"2020",153,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:15",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:15",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:15",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:15",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:15",NA,NA,NA,0,NA,"2021",112,0,0
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:35",NA,NA,NA,0,NA,"2021",112,0,0
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:35",NA,NA,NA,0,NA,"2021",112,0,0
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:35",NA,NA,NA,0,NA,"2021",112,0,0
"Amelanchier alnifolia (Nutt.) Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier","Amelanchier alnifolia","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:45",NA,NA,NA,0,NA,"2021",112,0,0
"Amelanchier alnifolia (Nutt.) Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier","Amelanchier alnifolia","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:30",NA,NA,NA,0,NA,"2021",112,0,0
"Ranunculus alismifolius Geyer ex Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus alismifolius","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"14:15",NA,NA,NA,0,NA,"2021",112,0,0
"Hosackia gracilis Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Hosackia","Hosackia gracilis","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-04-22,"13:58",NA,NA,NA,0,NA,"2021",112,0,0
"Hosackia gracilis Benth.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Hosackia","Hosackia gracilis","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"12:40",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.061223,-123.211069,"Green Hill",2021-04-22,"13:00",NA,NA,NA,0,NA,"2021",112,0,0
