Site,Date,State,County,PlantKingdom,PlantPhylum,PlantClass,PlantOrder,PlantFamily,PlantGenus,PlantGenusSpecies,Order,MiscGroup,Family,SubFamily,Tribe,Genus,Species,SubSpecies
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,Melissodes
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,Coleoptera,,Curculionidae,,,,,Curculionidae
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Coleoptera,,,,,,,Coleoptera
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Coleoptera,,,,,,,Coleoptera
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Coleoptera,,,,,,,Coleoptera
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,ligatus,Halictus ligatus
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,ligatus,Halictus ligatus
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,rubicundus,Halictus rubicundus
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,tripartitus,Halictus tripartitus
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,,Megachilidae,,,Osmia,MSDC2,Osmia DC2
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Megachilidae,,,Osmia,inurbana,Osmia inurbana
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,,,,,Syrphidae
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,MS1,Sphaerophoria MS1
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,,Toxomerus
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,,Toxomerus
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus,Dipsacus fullonum,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,,,,,,Diptera
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hemiptera,,,,,,,Hemiptera
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,Hymenoptera,Anthophila,Halictidae,,,,,Halictidae
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,Hymenoptera,Anthophila,Halictidae,,,,,Halictidae
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,,,,,,Anthophila
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,,,,,,Anthophila
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,Lepidoptera,,Hesperiidae,,,,,Hesperiidae
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,,,,,,,,
Jefferson Farm,10-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,,,,,,,,
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Conopidae,Dalmanniinae,,Dalmannia,MS1,Dalmannia MS1
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,olympiae,Lasioglossum olympiae
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio jacobaea,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,MS1,Sphaerophoria MS1
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,MS1,Sphaerophoria MS1
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,MS1,Sphaerophoria MS1
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,MS1,Sphaerophoria MS1
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,olympiae,Lasioglossum olympiae
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia hirsutula,Orthoptera,,,,,,,Orthoptera
Jefferson Farm,14-Jul-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,,,,,,,,
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Eucera,edwardsii,Eucera edwardsii
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,sisymbrii,Lasioglossum sisymbrii
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,fumipennis,Eupeodes fumipennis
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,Eupeodes
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Eucera,,Eucera
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,Sphaerophoria
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,Sphaerophoria
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,Sphaerophoria
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,Sphaerophoria
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,Sphaerophoria
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,Sphaerophoria
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,Sphaerophoria
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,Sphaerophoria
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,10-Jun-20,OR,Marion,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Oxbow West,10-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Oxbow West,10-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Oxbow West,10-Jun-20,OR,Lane,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,fumipennis,Eupeodes fumipennis
Oxbow West,10-Jun-20,OR,Lane,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Oxbow West,10-Jun-20,OR,Lane,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Coleoptera,,Chrysomelidae,Galerucinae,Luperini,Diabrotica,undecimpunctata,Diabrotica undecimpunctata
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,olympiae,Lasioglossum olympiae
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,Eupeodes
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
Fisher Butte,11-Jun-20,OR,Lane,Plantae,,,,,,,Diptera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,Platycheirus
